0,3.19395,0.244346,2.88939,0.0872665,1.27409,1.73573
1,3.19385,0.24456,2.88935,0.0873688,1.27398,1.73567
2,3.19318,0.245998,2.88903,0.0880612,1.27321,1.73529
3,3.19146,0.249709,2.88822,0.089854,1.27122,1.73431
4,3.18831,0.256496,2.88674,0.0931333,1.26759,1.73251
5,3.1835,0.266863,2.88449,0.0981255,1.26203,1.72977
6,3.17695,0.281001,2.88146,0.104892,1.25444,1.72604
7,3.16873,0.298825,2.87768,0.113356,1.24484,1.72135
8,3.15898,0.320052,2.87325,0.123355,1.23336,1.71578
9,3.1479,0.344283,2.86827,0.134687,1.22021,1.70943
10,3.13572,0.371076,2.86285,0.147145,1.2056,1.7024
11,3.12264,0.399995,2.85707,0.160536,1.18975,1.69479
12,3.10888,0.430635,2.85101,0.174689,1.17288,1.68669
13,3.09458,0.462633,2.84475,0.189457,1.15517,1.67818
14,3.07991,0.495671,2.83833,0.204714,1.1368,1.66934
15,3.06499,0.529471,2.8318,0.220354,1.11793,1.66023
16,3.04991,0.563795,2.82519,0.236286,1.09869,1.65091
17,3.03476,0.598433,2.81853,0.252431,1.0792,1.64143
18,3.01961,0.633206,2.81183,0.268725,1.05957,1.63184
19,3.00451,0.667956,2.8051,0.285109,1.03992,1.62218
20,2.98952,0.702547,2.79836,0.301534,1.02033,1.61249
21,2.97465,0.736859,2.79162,0.317957,1.00088,1.60281
22,2.95994,0.770787,2.78486,0.334339,0.981663,1.59319
23,2.9454,0.804241,2.77811,0.350649,0.962743,1.58363
24,2.93106,0.837142,2.77134,0.366857,0.944189,1.57419
25,2.91691,0.869422,2.76457,0.382937,0.926061,1.56489
26,2.90295,0.901024,2.75778,0.398868,0.908414,1.55574
27,2.88919,0.931901,2.75098,0.414627,0.891296,1.54678
28,2.87563,0.962013,2.74416,0.430199,0.874749,1.53803
29,2.86225,0.991332,2.73733,0.445567,0.858808,1.52949
30,2.84905,1.01984,2.73048,0.460717,0.843501,1.5212
